call_id,date,technician_id,machine_id,issue_type,duration_hours
C08172,2024-04-16,T581,M996,Sensor Replacement,5.64
C08173,2023-11-30,T998,M2375,Software Update,1.9
C08174,2024-02-19,T546,M4621,Inspection,1.15
C08175,2023-06-09,T957,M415,Mechanical Failure,0.06
C08176,2023-03-15,T553,M3091,Sensor Replacement,3.42
C08177,2024-04-19,T566,M103,Routine Maintenance,1.68
C08178,2024-05-21,T862,M4133,Emergency Repair,1.91
C08179,2023-03-28,T662,M483,Sensor Replacement,0.03
C08180,2023-02-14,T853,M3765,Sensor Replacement,1.39
C08181,2023-10-12,T645,M037,Sensor Replacement,2.58
C08182,2023-11-22,T732,M2936,Emergency Repair,7.24
C08183,2024-04-06,T372,M837,Inspection,0.91
C08184,2023-11-27,T616,M036,Software Update,0.36
C08185,2024-04-24,T047,M3957,Routine Maintenance,0.93
C08186,2023-04-17,T198,M013,Software Update,2.19
C08187,2024-01-04,T717,M4679,Routine Maintenance,0.26
C08188,2024-03-30,T173,M4225,Emergency Repair,1.63
C08189,2023-04-24,T468,M2287,Sensor Replacement,1.57
C08190,2023-01-06,T560,M3244,Inspection,0.84
C08191,2023-01-21,T291,M2722,Inspection,0.55
C08192,2024-05-31,T390,M4774,Software Update,7.09
C08193,2023-02-27,T077,M044,Inspection,3.86
C08194,2023-05-04,T883,M1715,Calibration,4.18
C08195,2023-11-29,T215,M2848,Electrical Fault,0.2
C08196,2023-06-21,T138,M3781,Mechanical Failure,3.68
C08197,2023-12-17,T291,M3369,Calibration,2.95
C08198,2023-12-04,T501,M2963,Mechanical Failure,7.6
C08199,2023-12-31,T484,M096,Sensor Replacement,11.16
C08200,2023-04-20,T908,M171,Routine Maintenance,2.6
C08201,2024-03-16,T314,M4761,Inspection,5.65
C08202,2023-04-01,T460,M2463,Calibration,3.12
C08203,2024-03-16,T169,M2146,Electrical Fault,0.01
C08204,2024-01-17,T463,M4824,Emergency Repair,6.76
C08205,2023-03-16,T568,M091,Software Update,5.2
C08206,2023-01-10,T885,M1585,Electrical Fault,2.01
C08207,2023-04-20,T293,M2150,Calibration,4.79
C08208,2023-05-17,T446,M966,Software Update,7.25
C08209,2024-02-20,T407,M3031,Software Update,1.05
C08210,2024-04-17,T138,M4262,Sensor Replacement,0.99
C08211,2024-03-28,T834,M2306,Electrical Fault,1.1
C08212,2024-02-01,T488,M2903,Electrical Fault,0.06
C08213,2023-03-26,T314,M2800,Emergency Repair,0.57
C08214,2024-03-11,T403,M523,Sensor Replacement,1.06
C08215,2023-12-13,T514,M3628,Inspection,0.11
C08216,2023-07-16,T457,M062,Mechanical Failure,0.05
C08217,2023-02-24,T492,M3451,Mechanical Failure,1.09
C08218,2024-01-02,T589,M2210,Software Update,0.57
C08219,2023-10-27,T857,M4035,Inspection,2.18
C08220,2023-12-07,T123,M4892,Mechanical Failure,0.34
C08221,2023-11-03,T257,M4220,Inspection,2.27
C08222,2023-04-04,T171,M3086,Emergency Repair,1.21
C08223,2024-03-29,T006,M3821,Electrical Fault,1.6
C08224,2024-01-09,T014,M4000,Sensor Replacement,2.5
C08225,2024-05-01,T377,M1105,Sensor Replacement,0.09
C08226,2024-03-08,T036,M3063,Emergency Repair,6.84
C08227,2023-07-24,T011,M1496,Software Update,2.88
C08228,2024-06-12,T761,M4131,Software Update,2.13
C08229,2023-05-20,T986,M716,Electrical Fault,1.72
C08230,2024-06-04,T437,M170,Routine Maintenance,0.2
C08231,2023-07-19,T276,M181,Inspection,2.43
C08232,2023-04-09,T704,M372,Electrical Fault,3.32
C08233,2023-12-14,T745,M597,Software Update,2.02
C08234,2023-01-17,T359,M4691,Routine Maintenance,11.58
C08235,2023-01-27,T503,M1318,Inspection,1.98
C08236,2023-02-03,T672,M2494,Calibration,6.75
C08237,2023-01-02,T795,M3210,Mechanical Failure,1.21
C08238,2023-05-01,T133,M700,Mechanical Failure,0.88
C08239,2023-01-16,T180,M1797,Sensor Replacement,0.58
C08240,2024-06-09,T461,M2949,Sensor Replacement,1.77
C08241,2023-09-16,T408,M3111,Routine Maintenance,1.04
C08242,2024-01-01,T808,M4554,Software Update,8.84
C08243,2023-11-01,T202,M1049,Software Update,0.11
C08244,2024-05-26,T372,M1686,Mechanical Failure,2.82
C08245,2024-04-02,T928,M2854,Calibration,1.48
C08246,2024-05-28,T165,M3244,Routine Maintenance,8.07
C08247,2023-03-02,T752,M997,Calibration,2.22
C08248,2023-11-11,T021,M4317,Mechanical Failure,2.0
C08249,2023-02-04,T728,M2178,Mechanical Failure,8.16
C08250,2023-08-01,T105,M1118,Inspection,6.76
C08251,2023-01-15,T401,M2933,Emergency Repair,1.72
C08252,2023-04-12,T139,M4854,Electrical Fault,1.18
C08253,2023-08-27,T735,M1158,Mechanical Failure,0.74
C08254,2023-06-13,T314,M790,Software Update,3.66
C08255,2023-07-04,T557,M2062,Routine Maintenance,0.68
C08256,2024-03-29,T893,M3384,Inspection,1.39
C08257,2023-08-05,T976,M502,Routine Maintenance,0.22
C08258,2023-08-21,T729,M4803,Inspection,2.74
C08259,2023-03-21,T951,M2281,Sensor Replacement,3.0
C08260,2023-02-07,T369,M778,Sensor Replacement,0.29
C08261,2023-06-15,T710,M4624,Routine Maintenance,4.18
C08262,2023-01-02,T184,M2865,Sensor Replacement,1.98
C08263,2023-08-01,T138,M2929,Emergency Repair,2.47
C08264,2024-02-03,T906,M4866,Inspection,0.0
C08265,2024-06-30,T487,M4055,Routine Maintenance,4.25
C08266,2024-06-10,T109,M750,Emergency Repair,0.93
C08267,2023-10-02,T609,M4799,Routine Maintenance,0.94
C08268,2023-07-17,T909,M385,Inspection,1.47
C08269,2023-08-23,T248,M1503,Mechanical Failure,3.0
C08270,2024-01-12,T204,M4378,Sensor Replacement,0.19
C08271,2023-10-18,T436,M1377,Electrical Fault,0.41
C08272,2023-09-15,T060,M4033,Software Update,0.26
C08273,2024-02-23,T091,M1850,Sensor Replacement,3.0
C08274,2024-03-30,T646,M1257,Emergency Repair,3.34
C08275,2024-06-26,T177,M569,Electrical Fault,1.53
C08276,2023-01-07,T028,M2882,Mechanical Failure,0.96
C08277,2023-06-04,T529,M2210,Software Update,2.82
C08278,2023-01-16,T621,M4080,Electrical Fault,2.54
C08279,2024-02-21,T760,M2876,Software Update,0.29
C08280,2023-10-15,T830,M1511,Sensor Replacement,3.13
C08281,2024-06-26,T593,M603,Electrical Fault,4.31
C08282,2023-04-06,T271,M3545,Emergency Repair,2.36
C08283,2023-08-12,T782,M3312,Mechanical Failure,2.08
C08284,2023-12-13,T540,M3103,Emergency Repair,3.1
C08285,2023-09-28,T804,M3613,Software Update,0.78
C08286,2023-05-25,T838,M040,Sensor Replacement,2.85
C08287,2023-09-09,T771,M1083,Software Update,11.53
C08288,2023-08-06,T691,M3012,Calibration,2.76
C08289,2023-09-20,T833,M1583,Mechanical Failure,5.66
C08290,2024-05-29,T996,M4114,Electrical Fault,3.46
C08291,2023-01-20,T400,M2172,Electrical Fault,0.54
C08292,2023-07-08,T008,M242,Calibration,1.81
C08293,2023-03-09,T901,M1710,Software Update,2.76
C08294,2023-07-21,T049,M1198,Inspection,0.02
C08295,2023-07-17,T232,M3391,Emergency Repair,1.56
C08296,2024-06-23,T669,M351,Mechanical Failure,0.15
C08297,2024-04-02,T569,M4380,Electrical Fault,3.15
C08298,2024-05-08,T896,M1701,Calibration,5.37
C08299,2023-02-18,T030,M3372,Routine Maintenance,0.72
C08300,2023-07-25,T575,M128,Routine Maintenance,1.32
C08301,2024-06-24,T507,M3233,Emergency Repair,4.66
C08302,2023-03-25,T670,M3143,Sensor Replacement,1.49
C08303,2024-03-26,T715,M2803,Inspection,3.4
C08304,2023-12-29,T951,M1340,Calibration,2.22
C08305,2023-05-20,T676,M686,Routine Maintenance,8.96
C08306,2023-12-21,T344,M1282,Inspection,0.11
C08307,2023-09-28,T339,M1357,Software Update,0.17
C08308,2023-08-02,T674,M2259,Routine Maintenance,1.31
C08309,2023-03-22,T759,M2919,Routine Maintenance,0.13
C08310,2024-04-16,T968,M4890,Routine Maintenance,1.6
C08311,2023-06-29,T716,M579,Calibration,1.98
C08312,2023-11-16,T164,M1245,Inspection,2.93
C08313,2023-05-14,T725,M3106,Electrical Fault,0.37
C08314,2023-04-21,T128,M4807,Routine Maintenance,0.19
C08315,2023-05-07,T396,M2517,Inspection,0.2
C08316,2023-05-11,T909,M2079,Software Update,11.35
C08317,2023-06-01,T926,M1761,Inspection,0.35
C08318,2023-11-18,T874,M1607,Software Update,0.22
C08319,2023-06-11,T222,M3514,Electrical Fault,0.57
C08320,2024-02-13,T196,M1760,Electrical Fault,3.26
C08321,2024-01-19,T131,M055,Calibration,11.75
C08322,2023-06-15,T500,M3727,Electrical Fault,2.98
C08323,2023-05-12,T215,M2371,Emergency Repair,2.18
C08324,2024-06-27,T733,M2375,Mechanical Failure,2.36
C08325,2023-02-27,T446,M485,Inspection,2.26
C08326,2023-01-09,T064,M1100,Software Update,7.2
C08327,2023-11-17,T659,M2133,Electrical Fault,0.27
C08328,2023-09-09,T404,M4594,Routine Maintenance,2.64
C08329,2024-05-16,T246,M2917,Routine Maintenance,0.55
C08330,2023-03-30,T386,M917,Calibration,4.14
C08331,2024-01-11,T468,M2682,Calibration,0.98
C08332,2024-04-04,T410,M2083,Calibration,0.05
C08333,2024-04-26,T003,M4904,Calibration,1.39
C08334,2023-02-22,T814,M3680,Calibration,9.52
C08335,2024-02-23,T126,M762,Inspection,0.92
C08336,2023-10-09,T873,M2142,Software Update,2.24
C08337,2024-06-11,T483,M4378,Emergency Repair,2.94
C08338,2023-07-18,T743,M3331,Mechanical Failure,4.1
C08339,2023-09-27,T597,M2783,Sensor Replacement,3.43
C08340,2024-06-26,T917,M4691,Sensor Replacement,0.77
C08341,2024-04-29,T689,M3328,Sensor Replacement,4.26
C08342,2023-11-29,T858,M2706,Inspection,1.59
C08343,2024-03-27,T496,M475,Electrical Fault,3.21
C08344,2023-04-23,T578,M1538,Routine Maintenance,1.21
C08345,2023-09-07,T291,M2365,Calibration,0.78
C08346,2023-11-30,T733,M1918,Sensor Replacement,0.9
C08347,2023-08-18,T232,M4624,Sensor Replacement,1.6
C08348,2023-03-09,T162,M3177,Emergency Repair,1.11
C08349,2023-09-24,T905,M2765,Emergency Repair,2.5
C08350,2024-04-17,T153,M470,Routine Maintenance,3.83
C08351,2023-04-12,T155,M024,Sensor Replacement,0.85
C08352,2023-02-20,T549,M4811,Calibration,3.73
C08353,2023-09-26,T665,M3667,Software Update,4.94
C08354,2024-03-04,T316,M035,Mechanical Failure,5.99
C08355,2023-11-20,T276,M3163,Emergency Repair,3.2
C08356,2023-06-01,T385,M1039,Software Update,3.1
C08357,2023-05-15,T652,M167,Software Update,5.57
C08358,2023-06-16,T967,M1269,Inspection,1.03
C08359,2023-05-17,T237,M4346,Electrical Fault,1.64
C08360,2023-05-15,T586,M150,Mechanical Failure,5.7
C08361,2024-03-24,T785,M1763,Software Update,0.09
C08362,2023-05-20,T657,M1179,Electrical Fault,14.17
C08363,2024-02-08,T343,M1160,Sensor Replacement,6.65
C08364,2024-05-30,T435,M011,Routine Maintenance,1.4
C08365,2024-03-10,T832,M795,Emergency Repair,4.02
C08366,2023-01-27,T1000,M1872,Sensor Replacement,0.65
C08367,2023-09-24,T338,M3705,Sensor Replacement,0.41
C08368,2024-01-17,T936,M1472,Inspection,0.31
C08369,2023-12-03,T198,M3345,Emergency Repair,2.77
C08370,2023-08-02,T142,M3401,Emergency Repair,4.56
C08371,2023-07-11,T315,M1795,Electrical Fault,3.87
C08372,2023-03-13,T716,M825,Software Update,4.13
C08373,2023-09-10,T233,M2942,Electrical Fault,5.49
C08374,2023-08-08,T158,M1715,Mechanical Failure,3.01
C08375,2024-04-25,T607,M2204,Sensor Replacement,3.66
C08376,2024-06-18,T860,M341,Routine Maintenance,2.28
C08377,2024-04-21,T532,M613,Routine Maintenance,0.29
C08378,2024-03-09,T013,M1559,Mechanical Failure,2.06
C08379,2023-05-26,T263,M2736,Software Update,6.88
C08380,2023-09-11,T346,M4014,Software Update,0.46
C08381,2023-11-21,T854,M1668,Calibration,4.87
C08382,2023-09-27,T866,M642,Inspection,3.54
C08383,2024-01-13,T653,M3668,Routine Maintenance,2.16
C08384,2024-05-13,T113,M320,Sensor Replacement,6.72
C08385,2023-11-21,T545,M3572,Calibration,1.84
C08386,2023-08-02,T623,M1488,Inspection,0.26
C08387,2023-10-28,T626,M1626,Sensor Replacement,1.33
C08388,2023-01-08,T579,M3255,Emergency Repair,2.61
C08389,2024-05-25,T177,M3592,Routine Maintenance,0.55
C08390,2023-05-23,T967,M621,Routine Maintenance,0.44
C08391,2023-06-13,T967,M1944,Emergency Repair,4.21
C08392,2024-06-19,T848,M1860,Electrical Fault,0.57
C08393,2023-06-10,T862,M652,Electrical Fault,1.81
C08394,2023-05-13,T064,M4912,Electrical Fault,4.67
C08395,2023-07-19,T477,M4423,Calibration,5.27
C08396,2023-08-21,T799,M113,Sensor Replacement,1.05
C08397,2024-03-03,T412,M3128,Inspection,1.02
C08398,2023-03-31,T742,M1790,Sensor Replacement,0.1
C08399,2024-01-15,T615,M1174,Calibration,0.4
C08400,2023-03-04,T947,M4956,Electrical Fault,0.24
C08401,2024-03-28,T979,M410,Inspection,4.35
C08402,2023-06-20,T079,M3231,Emergency Repair,0.9
C08403,2023-09-14,T307,M1764,Calibration,1.37
C08404,2024-03-23,T236,M4245,Electrical Fault,0.1
C08405,2024-06-21,T600,M4510,Emergency Repair,1.68
C08406,2023-12-02,T787,M3575,Sensor Replacement,0.63
C08407,2024-05-08,T028,M2630,Electrical Fault,3.62
C08408,2023-12-12,T043,M2927,Inspection,1.88
C08409,2023-07-26,T417,M1235,Sensor Replacement,0.63
C08410,2023-05-21,T799,M454,Sensor Replacement,0.17
C08411,2023-07-02,T517,M3123,Routine Maintenance,1.1
C08412,2023-10-04,T442,M1235,Electrical Fault,0.04
C08413,2024-01-01,T923,M3721,Routine Maintenance,2.51
C08414,2023-08-16,T388,M1753,Electrical Fault,0.45
C08415,2023-10-31,T110,M3731,Sensor Replacement,2.06
C08416,2023-05-25,T547,M189,Sensor Replacement,1.41
C08417,2024-03-12,T290,M3031,Sensor Replacement,3.64
C08418,2023-12-20,T347,M3444,Mechanical Failure,0.79
C08419,2024-06-10,T298,M3629,Routine Maintenance,6.47
C08420,2023-04-28,T343,M4617,Electrical Fault,4.33
C08421,2023-12-16,T619,M3880,Routine Maintenance,0.17
C08422,2023-01-29,T400,M090,Routine Maintenance,0.02
C08423,2024-06-28,T258,M2527,Calibration,1.84
C08424,2023-12-13,T399,M2370,Emergency Repair,3.75
C08425,2023-03-20,T591,M1961,Inspection,4.43
C08426,2023-04-16,T501,M1608,Mechanical Failure,2.77
C08427,2023-10-19,T682,M825,Calibration,3.08
C08428,2023-11-26,T393,M873,Mechanical Failure,0.63
C08429,2023-05-24,T160,M4752,Emergency Repair,0.42
C08430,2023-02-15,T117,M1832,Sensor Replacement,4.82
C08431,2023-03-06,T239,M2063,Electrical Fault,1.56
C08432,2023-08-12,T737,M1148,Inspection,1.53
C08433,2023-07-23,T408,M2907,Routine Maintenance,3.61
C08434,2023-08-03,T128,M4875,Mechanical Failure,10.01
C08435,2023-01-23,T706,M228,Electrical Fault,4.82
C08436,2023-09-27,T280,M2403,Emergency Repair,5.23
C08437,2023-05-24,T685,M3709,Mechanical Failure,1.19
C08438,2024-04-17,T361,M3884,Emergency Repair,0.48
C08439,2023-09-04,T896,M2961,Mechanical Failure,1.7
C08440,2023-08-22,T788,M2152,Electrical Fault,1.77
C08441,2023-03-30,T537,M4988,Sensor Replacement,1.74
C08442,2024-06-14,T882,M3506,Routine Maintenance,0.36
C08443,2024-02-24,T911,M4462,Routine Maintenance,0.51
C08444,2024-03-15,T047,M1901,Sensor Replacement,1.56
C08445,2023-10-27,T881,M1451,Routine Maintenance,0.61
C08446,2024-05-16,T096,M409,Routine Maintenance,0.59
C08447,2023-09-06,T308,M756,Software Update,0.44
C08448,2024-02-10,T680,M4342,Inspection,0.24
C08449,2023-10-30,T797,M2359,Software Update,1.94
C08450,2024-04-28,T665,M287,Inspection,1.24
C08451,2023-03-05,T193,M981,Software Update,2.03
C08452,2023-05-27,T388,M4060,Emergency Repair,1.16
C08453,2023-12-11,T576,M4338,Mechanical Failure,1.12
C08454,2024-01-16,T810,M3271,Mechanical Failure,0.09
C08455,2023-12-04,T796,M4864,Calibration,3.39
C08456,2023-10-02,T806,M756,Software Update,4.63
C08457,2023-11-17,T878,M2035,Routine Maintenance,0.86
C08458,2024-06-10,T541,M2156,Inspection,1.44
C08459,2024-06-09,T624,M4246,Software Update,0.9
C08460,2024-05-22,T383,M4328,Mechanical Failure,1.77
C08461,2023-07-13,T582,M4392,Emergency Repair,5.43
C08462,2024-04-20,T893,M2587,Mechanical Failure,0.07
C08463,2023-01-20,T259,M2127,Sensor Replacement,1.57
C08464,2023-11-14,T319,M3501,Routine Maintenance,8.42
C08465,2024-02-04,T134,M3813,Inspection,4.47
C08466,2024-02-16,T482,M2965,Routine Maintenance,2.52
C08467,2023-02-25,T488,M4138,Electrical Fault,2.22
C08468,2024-06-23,T150,M1721,Emergency Repair,0.21
C08469,2023-05-28,T768,M239,Routine Maintenance,3.48
C08470,2024-03-31,T358,M2773,Calibration,1.24
C08471,2023-08-22,T947,M628,Emergency Repair,4.96
C08472,2023-02-20,T763,M151,Software Update,3.45
C08473,2024-02-29,T326,M1397,Emergency Repair,0.01
C08474,2023-02-09,T029,M974,Emergency Repair,1.99
C08475,2023-10-26,T976,M1660,Emergency Repair,4.1
C08476,2024-06-30,T778,M1697,Calibration,12.35
C08477,2023-07-03,T599,M2187,Software Update,5.52
C08478,2024-03-05,T327,M005,Sensor Replacement,2.27
C08479,2023-02-01,T139,M1894,Electrical Fault,0.46
C08480,2024-05-20,T202,M3046,Mechanical Failure,2.06
C08481,2023-08-31,T146,M3769,Routine Maintenance,7.03
C08482,2024-05-28,T834,M1074,Sensor Replacement,2.28
C08483,2023-09-18,T859,M1330,Routine Maintenance,0.17
C08484,2023-09-03,T539,M567,Routine Maintenance,1.5
C08485,2023-02-05,T288,M3958,Sensor Replacement,2.67
C08486,2023-11-01,T699,M1082,Software Update,0.49
C08487,2023-07-27,T847,M2288,Calibration,3.22
C08488,2024-01-31,T311,M1076,Sensor Replacement,1.68
C08489,2023-02-01,T148,M1941,Mechanical Failure,2.24
C08490,2024-01-27,T619,M3072,Emergency Repair,2.56
C08491,2023-08-17,T290,M4675,Calibration,1.77
C08492,2024-06-01,T558,M1476,Sensor Replacement,0.24
C08493,2023-09-25,T640,M2759,Mechanical Failure,4.3
C08494,2023-10-19,T780,M3466,Mechanical Failure,0.16
C08495,2023-02-16,T450,M2273,Mechanical Failure,1.06
C08496,2024-03-16,T788,M2629,Mechanical Failure,0.13
C08497,2023-02-17,T928,M3734,Emergency Repair,0.81
C08498,2023-10-22,T813,M3794,Sensor Replacement,6.92
C08499,2023-06-22,T264,M4557,Mechanical Failure,1.01
C08500,2023-07-09,T923,M3870,Calibration,0.49
C08501,2024-06-21,T621,M4712,Sensor Replacement,0.48
C08502,2023-10-20,T466,M4347,Inspection,1.42
C08503,2024-04-24,T990,M006,Routine Maintenance,2.15
C08504,2023-05-29,T889,M822,Sensor Replacement,0.93
C08505,2023-12-16,T840,M4162,Routine Maintenance,1.26
C08506,2023-05-02,T774,M772,Sensor Replacement,11.97
C08507,2023-07-04,T948,M3495,Software Update,0.88
C08508,2023-05-03,T165,M847,Software Update,3.33
C08509,2024-03-30,T218,M422,Emergency Repair,0.0
C08510,2023-01-19,T754,M3372,Software Update,1.3
C08511,2024-03-12,T066,M4535,Software Update,1.1
C08512,2024-04-03,T283,M2729,Calibration,19.11
C08513,2024-04-28,T805,M2294,Mechanical Failure,1.95
C08514,2023-01-18,T434,M3252,Software Update,0.39
C08515,2024-01-25,T373,M3932,Sensor Replacement,2.93
C08516,2023-10-27,T562,M2964,Emergency Repair,7.14
C08517,2023-05-13,T458,M3805,Emergency Repair,2.67
C08518,2024-04-04,T506,M4428,Inspection,0.09
C08519,2024-06-24,T741,M4184,Mechanical Failure,9.8
C08520,2024-03-03,T757,M3023,Routine Maintenance,0.63
C08521,2024-04-24,T496,M1288,Mechanical Failure,1.3
C08522,2023-05-28,T691,M2024,Mechanical Failure,1.05
C08523,2024-03-28,T103,M4129,Routine Maintenance,1.18
C08524,2024-05-27,T811,M1159,Electrical Fault,6.22
C08525,2023-09-17,T809,M4961,Calibration,1.26
C08526,2023-06-29,T989,M379,Routine Maintenance,2.43
C08527,2023-10-11,T494,M1435,Routine Maintenance,4.14
C08528,2023-10-09,T879,M4379,Electrical Fault,2.49
C08529,2024-05-29,T522,M015,Electrical Fault,2.68
C08530,2023-11-15,T397,M4600,Inspection,1.66
C08531,2023-11-23,T414,M758,Electrical Fault,0.58
C08532,2023-12-05,T111,M2507,Mechanical Failure,4.53
C08533,2024-06-29,T723,M1107,Calibration,0.47
C08534,2023-10-21,T881,M4187,Mechanical Failure,1.73
C08535,2024-03-03,T239,M243,Emergency Repair,2.22
C08536,2024-05-01,T659,M3994,Emergency Repair,2.23
C08537,2024-03-22,T241,M4874,Calibration,5.69
C08538,2023-07-08,T797,M283,Calibration,0.13
C08539,2023-08-22,T807,M3913,Mechanical Failure,0.1
C08540,2023-05-13,T020,M1221,Software Update,3.24
C08541,2023-04-13,T605,M4838,Sensor Replacement,1.0
C08542,2023-11-26,T443,M2139,Emergency Repair,6.97
C08543,2023-04-21,T100,M332,Electrical Fault,0.05
C08544,2023-09-14,T704,M3651,Mechanical Failure,8.94
C08545,2024-06-06,T799,M3262,Inspection,0.12
C08546,2024-04-13,T857,M4920,Inspection,0.19
C08547,2024-01-03,T399,M1808,Calibration,0.72
C08548,2023-08-01,T483,M537,Calibration,0.71
C08549,2023-12-05,T449,M2434,Electrical Fault,6.23
C08550,2024-02-01,T736,M3831,Routine Maintenance,4.79
C08551,2023-04-24,T493,M3698,Mechanical Failure,1.78
C08552,2023-07-12,T958,M3304,Emergency Repair,2.69
C08553,2023-07-24,T591,M189,Emergency Repair,0.67
C08554,2023-05-15,T641,M4940,Routine Maintenance,1.54
C08555,2023-05-08,T964,M4953,Software Update,4.31
C08556,2023-05-24,T308,M1433,Calibration,1.02
C08557,2023-09-27,T610,M3377,Electrical Fault,1.28
C08558,2024-04-23,T445,M1028,Routine Maintenance,1.31
C08559,2023-03-24,T953,M4867,Routine Maintenance,8.14
C08560,2024-05-25,T952,M4273,Routine Maintenance,5.24
C08561,2023-07-22,T956,M148,Inspection,4.28
C08562,2023-10-05,T675,M324,Electrical Fault,0.21
C08563,2024-06-18,T570,M4321,Software Update,1.19
C08564,2024-05-31,T275,M3096,Inspection,0.02
C08565,2023-07-26,T583,M3944,Routine Maintenance,1.49
C08566,2023-04-24,T597,M138,Calibration,1.64
C08567,2023-12-04,T483,M1104,Mechanical Failure,4.51
C08568,2023-02-04,T578,M4507,Software Update,0.09
C08569,2023-02-03,T919,M412,Mechanical Failure,1.06
C08570,2023-02-24,T324,M735,Sensor Replacement,2.62
C08571,2024-06-21,T980,M999,Calibration,0.29
C08572,2023-03-21,T434,M246,Routine Maintenance,1.0
C08573,2023-11-21,T938,M2198,Mechanical Failure,5.03
C08574,2023-04-08,T553,M3479,Routine Maintenance,3.72
C08575,2024-01-21,T160,M4080,Calibration,1.2
C08576,2024-01-10,T106,M4222,Routine Maintenance,2.12
C08577,2023-10-16,T949,M4974,Software Update,0.28
C08578,2023-06-21,T482,M1427,Sensor Replacement,4.07
C08579,2024-02-18,T879,M514,Electrical Fault,10.13
C08580,2023-08-08,T283,M3008,Sensor Replacement,2.2
C08581,2023-10-13,T876,M1515,Software Update,14.87
C08582,2024-01-09,T403,M1196,Mechanical Failure,0.94
C08583,2023-03-17,T425,M2845,Routine Maintenance,4.18
C08584,2024-03-30,T954,M4017,Calibration,3.14
C08585,2023-09-26,T278,M1405,Sensor Replacement,0.93
C08586,2023-12-02,T239,M4951,Electrical Fault,0.1
C08587,2023-02-13,T794,M1070,Emergency Repair,1.49
C08588,2024-05-14,T341,M2196,Sensor Replacement,1.95
C08589,2023-11-25,T286,M2616,Routine Maintenance,0.32
C08590,2023-08-19,T080,M1176,Emergency Repair,0.3
C08591,2023-03-17,T581,M1155,Calibration,3.48
C08592,2023-06-15,T409,M393,Routine Maintenance,9.03
C08593,2023-04-28,T152,M2064,Routine Maintenance,2.02
C08594,2023-06-19,T393,M3813,Inspection,6.29
C08595,2023-01-20,T173,M1990,Sensor Replacement,6.5
C08596,2023-05-04,T949,M5000,Emergency Repair,1.0
C08597,2023-09-08,T773,M084,Electrical Fault,0.91
C08598,2024-01-15,T413,M4105,Calibration,1.63
C08599,2023-04-28,T658,M3911,Sensor Replacement,2.62
C08600,2024-02-25,T467,M4391,Calibration,0.43
C08601,2023-10-26,T630,M575,Routine Maintenance,9.9
C08602,2023-07-07,T858,M1964,Mechanical Failure,1.12
C08603,2023-05-23,T428,M4851,Routine Maintenance,4.41
C08604,2023-01-15,T751,M4122,Electrical Fault,4.45
C08605,2023-07-29,T476,M3909,Software Update,3.08
C08606,2023-12-03,T691,M4313,Emergency Repair,3.09
C08607,2023-11-07,T314,M4031,Sensor Replacement,1.69
C08608,2023-05-13,T707,M2331,Mechanical Failure,1.18
C08609,2023-02-03,T242,M3637,Inspection,1.58
C08610,2024-03-14,T633,M3613,Electrical Fault,2.3
C08611,2023-12-13,T047,M4124,Calibration,2.66
C08612,2024-04-06,T662,M950,Sensor Replacement,0.14
C08613,2023-03-22,T428,M4305,Sensor Replacement,0.4
C08614,2023-04-15,T208,M3621,Emergency Repair,1.05
C08615,2024-03-13,T602,M2063,Calibration,0.61
C08616,2023-07-29,T872,M2894,Emergency Repair,1.28
C08617,2023-02-17,T155,M2268,Software Update,0.8
C08618,2024-02-18,T581,M2667,Emergency Repair,3.1
C08619,2023-09-18,T543,M3590,Emergency Repair,0.43
C08620,2023-10-10,T527,M1727,Calibration,2.74
C08621,2023-12-27,T585,M1403,Calibration,0.57
C08622,2023-11-05,T610,M4020,Electrical Fault,0.55
C08623,2023-01-08,T136,M3774,Calibration,1.02
C08624,2023-08-06,T010,M086,Emergency Repair,0.79
C08625,2023-09-04,T594,M3212,Mechanical Failure,0.35
C08626,2023-06-03,T863,M2401,Software Update,1.84
C08627,2024-05-10,T188,M4328,Routine Maintenance,7.23
C08628,2023-03-20,T095,M4801,Routine Maintenance,1.32
C08629,2024-06-08,T737,M007,Electrical Fault,1.87
C08630,2023-08-16,T467,M2695,Emergency Repair,1.11
C08631,2023-12-14,T117,M230,Calibration,1.88
C08632,2023-06-07,T744,M1824,Inspection,3.11
C08633,2023-10-21,T142,M4811,Software Update,0.09
C08634,2024-01-06,T610,M1748,Routine Maintenance,0.69
C08635,2023-08-27,T391,M1438,Routine Maintenance,4.09
C08636,2024-05-03,T409,M1474,Sensor Replacement,1.83
C08637,2023-03-05,T604,M2417,Sensor Replacement,3.32
C08638,2024-03-22,T649,M4290,Electrical Fault,1.73
C08639,2023-09-25,T860,M3203,Emergency Repair,0.67
C08640,2023-01-10,T006,M3417,Inspection,1.63
C08641,2023-03-25,T1000,M340,Sensor Replacement,1.38
C08642,2023-12-28,T372,M1011,Software Update,3.68
C08643,2023-08-01,T154,M1699,Routine Maintenance,4.11
C08644,2023-07-24,T804,M2682,Calibration,3.95
C08645,2024-04-01,T988,M2827,Software Update,1.17
C08646,2023-09-27,T479,M3375,Electrical Fault,3.92
C08647,2024-01-04,T975,M299,Sensor Replacement,0.58
C08648,2024-01-25,T348,M2869,Mechanical Failure,1.66
C08649,2023-12-24,T617,M1930,Software Update,4.4
