call_id,satisfaction_score,comment,feedback_delay_days
C07073,5,Great Service.,0
C07074,4,Technician was very professional,3
C07075,4,,5
C07076,5,Great Service.,5
C07077,3,Technician was very professional,14
C07078,3,,1
C07079,5,Issue still persists,1
C07080,5,Great Service.,14
C07081,5,Technician was very professional,1
C07082,4,,0
C07083,1,,0
C07084,4,Everything was fine,3
C07085,3,Great Service.,1
C07086,5,Would appreciate faster response next time,0
C07087,4,Everything was fine,3
C07088,5,Issue still persists,7
C07089,4,Quick and efficient,1
C07090,4,,1
C07091,2,Everything was fine,1
C07092,1,Issue still persists,3
C07093,4,Took longer than expected.,1
C07094,4,Communication could be better,14
C07095,4,Issue still persists,5
C07096,5,Issue still persists,0
C07097,4,Would appreciate faster response next time,0
C07098,5,Took longer than expected.,5
C07099,5,Would appreciate faster response next time,14
C07100,4,Technician was very professional,14
C07101,3,Resolved the issue quickly,5
C07102,4,Communication could be better,1
C07103,5,Great Service.,5
C07104,5,Quick and efficient,3
C07105,5,,14
C07106,2,Communication could be better,14
C07107,4,Resolved the issue quickly,0
C07108,2,Everything was fine,7
C07109,4,Technician was very professional,14
C07110,4,Issue still persists,3
C07111,4,Technician was very professional,5
C07112,5,Took longer than expected.,0
C07113,1,Took longer than expected.,7
C07114,4,Great Service.,1
C07115,5,Quick and efficient,14
C07116,2,Would appreciate faster response next time,0
C07117,2,Everything was fine,1
C07118,3,Great Service.,5
C07119,4,Resolved the issue quickly,2
C07120,4,Technician was very professional,1
C07121,4,Quick and efficient,7
C07122,3,Great Service.,14
C07123,3,Would appreciate faster response next time,1
C07124,4,Technician was very professional,2
C07125,5,Quick and efficient,5
C07126,2,Great Service.,5
C07127,2,Issue still persists,7
C07128,4,Would appreciate faster response next time,2
C07129,5,Technician was very professional,0
C07130,5,Technician was very professional,2
C07131,2,Technician was very professional,1
C07132,3,Would appreciate faster response next time,7
C07133,5,Would appreciate faster response next time,0
C07134,4,Quick and efficient,7
C07135,2,Took longer than expected.,5
C07136,5,Would appreciate faster response next time,5
C07137,3,Resolved the issue quickly,3
C07138,4,,1
C07139,2,Would appreciate faster response next time,3
C07140,5,Issue still persists,0
C07141,2,Communication could be better,14
C07142,4,Everything was fine,2
C07143,4,Issue still persists,14
C07144,5,Technician was very professional,1
C07145,5,Quick and efficient,2
C07146,2,Communication could be better,2
C07147,4,Everything was fine,5
C07148,3,,0
C07149,3,Took longer than expected.,3
C07150,3,Great Service.,5
C07151,3,Took longer than expected.,0
C07152,5,Everything was fine,5
C07153,3,Would appreciate faster response next time,14
C07154,3,Issue still persists,7
C07155,2,,0
C07156,1,Would appreciate faster response next time,1
C07157,4,Technician was very professional,1
C07158,2,Issue still persists,14
C07159,4,Everything was fine,2
C07160,4,Would appreciate faster response next time,1
C07161,1,Everything was fine,1
C07162,5,Took longer than expected.,5
C07163,2,Quick and efficient,3
C07164,1,Technician was very professional,7
C07165,4,Quick and efficient,7
C07166,5,Took longer than expected.,3
C07167,3,Issue still persists,0
C07168,5,Quick and efficient,5
C07169,1,Technician was very professional,5
C07170,5,,7
C07171,5,Issue still persists,7
C07172,3,Would appreciate faster response next time,0
C07173,4,Issue still persists,7
C07174,3,,2
C07175,4,Resolved the issue quickly,14
C07176,4,Issue still persists,3
C07177,2,Resolved the issue quickly,7
C07178,1,Took longer than expected.,0
C07179,3,Would appreciate faster response next time,2
C07180,5,Communication could be better,14
C07181,1,Technician was very professional,7
C07182,2,Everything was fine,14
C07183,4,Resolved the issue quickly,0
C07184,4,Resolved the issue quickly,7
C07185,4,Everything was fine,2
C07186,4,Issue still persists,14
C07187,2,Took longer than expected.,0
C07188,3,Would appreciate faster response next time,1
C07189,3,Resolved the issue quickly,2
C07190,4,Everything was fine,2
C07191,3,Issue still persists,2
C07192,5,Issue still persists,3
C07193,4,Technician was very professional,1
C07194,3,Would appreciate faster response next time,14
C07195,2,Quick and efficient,14
C07196,3,Communication could be better,3
C07197,5,Resolved the issue quickly,0
C07198,4,Great Service.,14
C07199,5,Technician was very professional,7
C07200,5,Would appreciate faster response next time,7
C07201,1,Took longer than expected.,5
C07202,3,Would appreciate faster response next time,1
C07203,5,Everything was fine,0
C07204,2,Communication could be better,2
C07205,2,Communication could be better,1
C07206,5,Issue still persists,7
C07207,5,Everything was fine,3
C07208,4,Communication could be better,2
C07209,2,Quick and efficient,14
C07210,5,Would appreciate faster response next time,0
C07211,3,Everything was fine,1
C07212,5,Issue still persists,2
C07213,3,Everything was fine,2
C07214,5,Technician was very professional,1
C07215,3,Resolved the issue quickly,0
C07216,5,Everything was fine,5
C07217,2,Quick and efficient,3
C07218,4,Would appreciate faster response next time,2
C07219,4,Took longer than expected.,2
C07220,4,Issue still persists,14
C07221,2,Everything was fine,0
C07222,4,Took longer than expected.,14
C07223,5,,14
C07224,2,Communication could be better,1
C07225,5,Everything was fine,5
C07226,3,Issue still persists,2
C07227,5,Great Service.,1
C07228,4,Issue still persists,7
C07229,5,Technician was very professional,14
C07230,3,Communication could be better,3
C07231,4,Would appreciate faster response next time,14
C07232,5,Issue still persists,0
C07233,4,Resolved the issue quickly,2
C07234,5,Resolved the issue quickly,0
C07235,5,Took longer than expected.,5
C07236,3,Great Service.,2
C07237,3,,3
C07238,4,,5
C07239,1,Everything was fine,5
C07240,5,Technician was very professional,7
C07241,3,Quick and efficient,1
C07242,1,Quick and efficient,1
C07243,5,Quick and efficient,3
C07244,5,Resolved the issue quickly,14
C07245,4,Technician was very professional,2
C07246,3,Great Service.,3
C07247,4,Quick and efficient,1
C07248,3,Issue still persists,7
C07249,4,Technician was very professional,3
C07250,5,Everything was fine,5
C07251,5,Everything was fine,1
C07252,5,Took longer than expected.,3
C07253,2,Resolved the issue quickly,2
C07254,5,Issue still persists,3
C07255,4,,5
C07256,4,Took longer than expected.,0
C07257,4,Everything was fine,1
C07258,1,Quick and efficient,1
C07259,3,Resolved the issue quickly,2
C07260,2,Communication could be better,7
C07261,4,Quick and efficient,1
C07262,5,Great Service.,3
C07263,4,Communication could be better,1
C07264,4,Quick and efficient,7
C07265,4,Great Service.,7
C07266,4,Quick and efficient,14
C07267,2,Technician was very professional,1
C07268,1,,0
C07269,4,Communication could be better,3
C07270,4,Everything was fine,1
C07271,5,Quick and efficient,0
C07272,5,Quick and efficient,14
C07273,5,Everything was fine,2
C07274,5,Resolved the issue quickly,5
C07275,4,Communication could be better,0
C07276,4,Would appreciate faster response next time,0
C07277,5,Great Service.,7
C07278,1,,0
C07279,2,Resolved the issue quickly,14
C07280,4,Technician was very professional,5
C07281,5,Communication could be better,14
C07282,4,Resolved the issue quickly,5
C07283,5,,2
C07284,5,Great Service.,1
C07285,5,Great Service.,14
C07286,2,Resolved the issue quickly,7
C07287,5,Resolved the issue quickly,7
C07288,5,Communication could be better,2
C07289,2,Would appreciate faster response next time,1
C07290,3,Quick and efficient,2
C07291,2,Resolved the issue quickly,3
C07292,4,Great Service.,5
C07293,3,Communication could be better,0
C07294,4,,3
C07295,3,,0
C07296,1,Resolved the issue quickly,3
C07297,2,Communication could be better,1
C07298,5,Issue still persists,2
C07299,2,Resolved the issue quickly,3
C07300,3,Would appreciate faster response next time,2
C07301,3,Great Service.,3
C07302,4,Resolved the issue quickly,3
C07303,5,Would appreciate faster response next time,14
C07304,1,Issue still persists,3
C07305,3,,3
C07306,5,Issue still persists,5
C07307,4,Resolved the issue quickly,14
C07308,4,Would appreciate faster response next time,0
C07309,1,Would appreciate faster response next time,7
C07310,3,Resolved the issue quickly,7
C07311,4,Would appreciate faster response next time,1
C07312,5,Great Service.,14
C07313,4,Resolved the issue quickly,1
C07314,2,Issue still persists,0
C07315,3,Quick and efficient,7
C07316,1,Technician was very professional,5
C07317,5,Great Service.,7
C07318,1,Communication could be better,1
C07319,5,Great Service.,5
C07320,4,,0
C07321,5,Everything was fine,5
C07322,4,Technician was very professional,7
C07323,3,Everything was fine,0
C07324,2,Issue still persists,3
C07325,1,Communication could be better,2
C07326,5,Great Service.,5
C07327,4,Took longer than expected.,5
C07328,5,Technician was very professional,2
C07329,5,Issue still persists,2
C07330,5,Resolved the issue quickly,7
C07331,4,Resolved the issue quickly,7
C07332,3,Took longer than expected.,14
C07333,4,Resolved the issue quickly,7
C07334,1,,0
C07335,5,Resolved the issue quickly,3
C07336,3,Quick and efficient,0
C07337,4,Issue still persists,2
C07338,5,Resolved the issue quickly,5
C07339,4,Would appreciate faster response next time,0
C07340,4,Communication could be better,0
C07341,5,Communication could be better,0
C07342,4,Everything was fine,5
C07343,2,Technician was very professional,5
C07344,1,Resolved the issue quickly,0
C07345,4,Technician was very professional,0
C07346,4,Technician was very professional,2
C07347,5,,3
C07348,5,Issue still persists,7
C07349,3,Issue still persists,1
C07350,4,Would appreciate faster response next time,14
C07351,4,Great Service.,7
C07352,2,Communication could be better,0
C07353,5,Great Service.,2
C07354,2,Everything was fine,3
C07355,4,Took longer than expected.,2
C07356,3,Great Service.,3
C07357,3,Resolved the issue quickly,5
C07358,4,Quick and efficient,14
C07359,4,Resolved the issue quickly,1
C07360,5,Great Service.,3
C07361,3,Technician was very professional,5
C07362,4,Issue still persists,5
C07363,2,Quick and efficient,14
C07364,1,Great Service.,1
C07365,3,Resolved the issue quickly,5
C07366,5,Technician was very professional,5
C07367,3,Would appreciate faster response next time,3
C07368,2,Technician was very professional,7
C07369,2,Communication could be better,2
C07370,4,Great Service.,14
C07371,3,Resolved the issue quickly,1
C07372,2,Would appreciate faster response next time,3
C07373,3,Quick and efficient,2
C07374,2,Would appreciate faster response next time,0
C07375,3,Everything was fine,7
C07376,1,Would appreciate faster response next time,5
C07377,3,Took longer than expected.,14
C07378,4,Issue still persists,0
C07379,4,Everything was fine,0
C07380,5,Quick and efficient,14
C07381,5,Resolved the issue quickly,1
C07382,5,Everything was fine,7
C07383,5,Communication could be better,3
C07384,3,Communication could be better,0
C07385,3,Issue still persists,7
C07386,5,,2
C07387,3,Would appreciate faster response next time,5
C07388,3,Resolved the issue quickly,1
C07389,4,Technician was very professional,2
C07390,3,Took longer than expected.,14
C07391,5,Issue still persists,5
C07392,4,Communication could be better,5
C07393,4,Would appreciate faster response next time,14
C07394,4,Everything was fine,14
C07395,3,Would appreciate faster response next time,2
C07396,5,Resolved the issue quickly,1
C07397,4,Everything was fine,0
C07398,5,Issue still persists,3
C07399,4,Great Service.,7
C07400,3,Issue still persists,7
C07401,3,Communication could be better,0
C07402,5,Everything was fine,1
C07403,4,Technician was very professional,7
C07404,4,,2
C07405,5,Took longer than expected.,0
C07406,2,,2
C07407,3,,14
C07408,5,Great Service.,2
C07409,1,Quick and efficient,5
C07410,3,Communication could be better,0
C07411,2,Would appreciate faster response next time,1
C07412,1,Communication could be better,7
C07413,5,Quick and efficient,3
C07414,5,,14
C07415,5,Quick and efficient,0
C07416,2,Would appreciate faster response next time,5
C07417,4,Would appreciate faster response next time,3
C07418,4,Issue still persists,5
C07419,5,Would appreciate faster response next time,5
C07420,4,Resolved the issue quickly,0
C07421,5,Everything was fine,0
C07422,1,Took longer than expected.,2
C07423,5,Everything was fine,14
C07424,5,Issue still persists,3
C07425,4,Would appreciate faster response next time,3
C07426,4,Technician was very professional,2
C07427,5,Quick and efficient,14
C07428,5,Great Service.,7
C07429,2,Would appreciate faster response next time,2
C07430,2,Communication could be better,3
C07431,5,Quick and efficient,0
C07432,4,Communication could be better,7
C07433,4,Issue still persists,2
C07434,5,Resolved the issue quickly,3
C07435,3,Resolved the issue quickly,5
C07436,5,,2
C07437,4,Technician was very professional,5
C07438,5,,1
C07439,5,Communication could be better,3
C07440,5,Technician was very professional,0
C07441,2,Great Service.,2
C07442,5,Took longer than expected.,1
C07443,4,Took longer than expected.,2
C07444,4,Quick and efficient,0
C07445,3,Great Service.,1
C07446,4,Resolved the issue quickly,7
C07447,4,Took longer than expected.,5
C07448,3,Would appreciate faster response next time,0
C07449,4,Communication could be better,2
C07450,4,Quick and efficient,5
C07451,5,Quick and efficient,7
C07452,5,Took longer than expected.,1
C07453,5,Great Service.,0
C07454,5,Would appreciate faster response next time,1
C07455,5,Took longer than expected.,3
C07456,4,Everything was fine,3
C07457,4,Great Service.,14
C07458,2,Would appreciate faster response next time,2
C07459,4,Great Service.,5
C07460,4,Resolved the issue quickly,3
C07461,2,Took longer than expected.,14
C07462,4,Would appreciate faster response next time,3
C07463,5,Would appreciate faster response next time,0
C07464,5,Technician was very professional,3
C07465,4,Would appreciate faster response next time,0
C07466,4,Great Service.,1
C07467,2,Communication could be better,3
C07468,5,Everything was fine,3
C07469,5,Issue still persists,3
C07470,4,Issue still persists,7
C07471,3,Issue still persists,0
C07472,5,Resolved the issue quickly,5
C07473,5,Would appreciate faster response next time,14
C07474,5,Communication could be better,7
C07475,3,Great Service.,5
C07476,3,Issue still persists,3
C07477,2,Took longer than expected.,3
C07478,5,Everything was fine,0
C07479,3,Technician was very professional,0
C07480,3,Technician was very professional,7
C07481,3,Resolved the issue quickly,2
C07482,5,Everything was fine,2
C07483,5,Great Service.,7
C07484,2,Technician was very professional,2
C07485,2,Communication could be better,1
C07486,3,Quick and efficient,2
C07487,5,Would appreciate faster response next time,1
C07488,4,Technician was very professional,1
C07489,4,Took longer than expected.,3
C07490,1,Issue still persists,2
C07491,5,Issue still persists,5
C07492,3,Quick and efficient,2
C07493,4,Quick and efficient,2
C07494,4,Technician was very professional,1
C07495,5,Quick and efficient,2
C07496,3,,5
C07497,4,,3
C07498,4,Everything was fine,5
C07499,4,Everything was fine,3
C07500,4,Would appreciate faster response next time,2
C07501,3,Communication could be better,7
C07502,4,Issue still persists,1
C07503,2,Great Service.,1
C07504,3,Everything was fine,1
C07505,5,Communication could be better,14
C07506,3,Quick and efficient,5
C07507,3,Quick and efficient,3
C07508,4,Issue still persists,0
C07509,4,,5
C07510,4,Communication could be better,5
C07511,4,Resolved the issue quickly,7
C07512,4,Quick and efficient,14
C07513,4,Resolved the issue quickly,3
C07514,5,Would appreciate faster response next time,2
C07515,4,,1
C07516,3,Took longer than expected.,5
C07517,4,Resolved the issue quickly,3
C07518,4,Everything was fine,0
C07519,2,Resolved the issue quickly,14
C07520,1,Technician was very professional,2
C07521,4,Technician was very professional,3
C07522,3,Communication could be better,2
C07523,4,Great Service.,0
C07524,5,Great Service.,5
C07525,5,Great Service.,14
C07526,2,Would appreciate faster response next time,14
C07527,3,Great Service.,0
C07528,4,Quick and efficient,1
C07529,5,Took longer than expected.,5
C07530,5,Quick and efficient,14
C07531,5,Issue still persists,3
C07532,3,Technician was very professional,1
C07533,1,Quick and efficient,2
C07534,2,Communication could be better,2
C07535,5,Took longer than expected.,0
C07536,4,Great Service.,3
C07537,5,Took longer than expected.,1
C07538,4,Took longer than expected.,1
C07539,3,Everything was fine,1
C07540,5,Quick and efficient,2
C07541,5,Everything was fine,7
C07542,5,Issue still persists,1
C07543,2,Everything was fine,0
C07544,5,Issue still persists,14
C07545,3,Would appreciate faster response next time,3
C07546,5,,0
C07547,4,Would appreciate faster response next time,7
C07548,4,,7
C07549,4,Communication could be better,3
C07550,5,Communication could be better,5
C07551,3,Communication could be better,0
C07552,2,Took longer than expected.,14
C07553,5,Would appreciate faster response next time,5
C07554,3,Would appreciate faster response next time,5
C07555,5,Would appreciate faster response next time,2
C07556,3,Great Service.,0
C07557,4,Quick and efficient,3
C07558,1,Issue still persists,14
C07559,4,,2
C07560,5,Resolved the issue quickly,0
C07561,3,Took longer than expected.,14
C07562,4,Would appreciate faster response next time,3
C07563,1,,5
C07564,4,Technician was very professional,1
C07565,4,Everything was fine,5
C07566,2,Communication could be better,2
C07567,3,Everything was fine,5
C07568,4,Resolved the issue quickly,0
C07569,5,Technician was very professional,14
C07570,3,Technician was very professional,14
C07571,2,,5
C07572,5,Issue still persists,14
C07573,4,Great Service.,5
C07574,5,,3
C07575,4,Would appreciate faster response next time,2
C07576,4,Great Service.,2
C07577,4,Quick and efficient,14
C07578,5,Great Service.,7
C07579,5,Great Service.,5
C07580,2,Resolved the issue quickly,7
C07581,4,Everything was fine,3
C07582,3,Great Service.,14
C07583,5,Technician was very professional,0
C07584,5,Quick and efficient,1
C07585,5,Resolved the issue quickly,1
C07586,2,Communication could be better,14
C07587,5,Communication could be better,2
C07588,2,Everything was fine,1
C07589,5,Issue still persists,0
C07590,5,Technician was very professional,3
C07591,3,Great Service.,0
C07592,4,Would appreciate faster response next time,3
C07593,3,Everything was fine,1
C07594,4,Technician was very professional,7
C07595,4,Took longer than expected.,7
C07596,3,Quick and efficient,1
C07597,3,Technician was very professional,14
C07598,5,Issue still persists,5
C07599,3,Took longer than expected.,14
C07600,5,Quick and efficient,1
C07601,3,,3
C07602,5,Communication could be better,3
C07603,5,Issue still persists,3
C07604,5,Issue still persists,3
C07605,5,Resolved the issue quickly,5
C07606,4,,0
C07607,5,Would appreciate faster response next time,2
C07608,5,Issue still persists,7
C07609,5,Communication could be better,1
C07610,4,Technician was very professional,1
C07611,2,Took longer than expected.,5
C07612,2,Quick and efficient,2
C07613,5,Took longer than expected.,3
C07614,4,Technician was very professional,3
C07615,3,Communication could be better,1
C07616,3,Communication could be better,14
C07617,4,Communication could be better,14
C07618,5,Communication could be better,1
C07619,5,Issue still persists,1
C07620,4,Resolved the issue quickly,0
C07621,5,Technician was very professional,7
C07622,4,Issue still persists,0
C07623,4,Everything was fine,5
C07624,2,Issue still persists,2
C07625,3,Resolved the issue quickly,14
C07626,3,,3
C07627,4,Quick and efficient,1
C07628,5,Took longer than expected.,14
C07629,3,Everything was fine,3
C07630,3,,5
C07631,3,Communication could be better,14
C07632,5,Technician was very professional,14
C07633,4,,1
C07634,4,Communication could be better,14
C07635,3,Quick and efficient,14
C07636,3,Quick and efficient,2
C07637,3,Great Service.,3
C07638,4,Resolved the issue quickly,1
C07639,3,Quick and efficient,14
C07640,4,,2
C07641,4,,0
C07642,5,Quick and efficient,1
C07643,5,Quick and efficient,3
C07644,4,Took longer than expected.,5
C07645,5,Issue still persists,3
C07646,3,Technician was very professional,0
C07647,3,,2
C07648,5,Technician was very professional,7
C07649,3,Would appreciate faster response next time,3
C07650,3,Issue still persists,5
C07651,4,Technician was very professional,14
C07652,4,Would appreciate faster response next time,2
C07653,3,Resolved the issue quickly,3
C07654,5,Great Service.,7
C07655,4,Technician was very professional,1
C07656,2,Took longer than expected.,2
C07657,3,Issue still persists,0
C07658,3,Resolved the issue quickly,3
C07659,4,Quick and efficient,1
C07660,4,,2
C07661,4,Technician was very professional,7
C07662,3,,3
C07663,5,Everything was fine,0
C07664,4,Great Service.,0
C07665,4,Took longer than expected.,14
C07666,4,Took longer than expected.,14
C07667,5,,0
C07668,5,Everything was fine,7
C07669,5,Took longer than expected.,3
C07670,4,Issue still persists,7
C07671,4,,2
C07672,3,Great Service.,7
C07673,4,Would appreciate faster response next time,1
C07674,5,Technician was very professional,5
C07675,5,Resolved the issue quickly,2
C07676,5,Issue still persists,0
C07677,5,,7
C07678,4,Technician was very professional,0
C07679,5,Technician was very professional,3
C07680,5,Communication could be better,7
C07681,5,Would appreciate faster response next time,14
C07682,5,,5
C07683,2,Issue still persists,1
C07684,5,Everything was fine,1
C07685,1,Technician was very professional,0
C07686,4,Issue still persists,0
C07687,4,Great Service.,1
C07688,1,Took longer than expected.,7
C07689,2,Communication could be better,0
C07690,4,Took longer than expected.,1
C07691,5,Communication could be better,1
C07692,3,Great Service.,0
C07693,5,Resolved the issue quickly,7
C07694,5,,14
C07695,5,Quick and efficient,14
C07696,4,Communication could be better,2
C07697,5,Technician was very professional,0
C07698,5,Technician was very professional,3
C07699,5,Everything was fine,3
C07700,2,,2
C07701,5,,14
C07702,4,Resolved the issue quickly,2
C07703,4,Resolved the issue quickly,3
C07704,5,Communication could be better,1
C07705,4,Issue still persists,1
C07706,5,Took longer than expected.,1
C07707,3,Issue still persists,2
C07708,4,Quick and efficient,3
C07709,5,Issue still persists,5
C07710,4,,0
C07711,5,Quick and efficient,3
C07712,5,Resolved the issue quickly,2
C07713,1,Would appreciate faster response next time,2
C07714,5,Everything was fine,5
C07715,5,,1
C07716,4,Would appreciate faster response next time,14
C07717,4,Great Service.,7
C07718,4,Took longer than expected.,7
C07719,4,Issue still persists,7
C07720,4,Great Service.,2
C07721,4,Everything was fine,3
C07722,5,Resolved the issue quickly,0
C07723,5,Great Service.,2
C07724,5,,3
C07725,3,Technician was very professional,3
C07726,4,Resolved the issue quickly,3
C07727,4,Issue still persists,7
C07728,5,Would appreciate faster response next time,0
C07729,4,Quick and efficient,3
C07730,5,Took longer than expected.,2
C07731,2,Technician was very professional,2
C07732,1,,7
C07733,3,Issue still persists,0
C07734,1,Would appreciate faster response next time,7
C07735,4,Great Service.,1
C07736,4,Technician was very professional,14
C07737,2,Issue still persists,1
C07738,5,Issue still persists,5
C07739,5,Quick and efficient,7
C07740,5,Great Service.,7
C07741,1,Technician was very professional,0
C07742,2,Would appreciate faster response next time,0
C07743,4,Resolved the issue quickly,2
C07744,5,Technician was very professional,14
C07745,4,Would appreciate faster response next time,14
C07746,5,Issue still persists,14
C07747,5,Resolved the issue quickly,14
C07748,4,Took longer than expected.,1
C07749,5,Communication could be better,0
C07750,4,Resolved the issue quickly,1
C07751,3,Took longer than expected.,14
C07752,5,Everything was fine,0
C07753,5,,7
C07754,5,Resolved the issue quickly,0
C07755,3,Resolved the issue quickly,5
C07756,3,Communication could be better,2
C07757,4,Took longer than expected.,0
C07758,1,Would appreciate faster response next time,14
C07759,4,Communication could be better,14
C07760,4,Issue still persists,3
C07761,4,Everything was fine,7
C07762,3,Great Service.,2
C07763,5,Issue still persists,1
C07764,4,Issue still persists,5
C07765,3,Communication could be better,0
C07766,4,Quick and efficient,14
C07767,5,Issue still persists,7
C07768,3,Great Service.,7
C07769,4,Would appreciate faster response next time,2
C07770,4,,0
C07771,2,Everything was fine,7
C07772,3,Would appreciate faster response next time,5
C07773,3,Issue still persists,0
C07774,4,Technician was very professional,0
C07775,2,Great Service.,5
C07776,1,Great Service.,0
C07777,5,,5
C07778,5,Resolved the issue quickly,3
C07779,4,Great Service.,1
C07780,3,Technician was very professional,3
C07781,5,,0
C07782,5,,3
C07783,4,Would appreciate faster response next time,2
C07784,4,Everything was fine,5
C07785,1,Would appreciate faster response next time,2
C07786,5,Everything was fine,0
C07787,5,Issue still persists,2
C07788,3,,1
C07789,3,Great Service.,14
C07790,3,Technician was very professional,2
C07791,4,Technician was very professional,2
C07792,3,Everything was fine,7
C07793,5,Issue still persists,7
C07794,5,,2
C07795,3,Resolved the issue quickly,2
C07796,3,Communication could be better,1
C07797,2,Everything was fine,0
C07798,5,Took longer than expected.,14
C07799,4,Resolved the issue quickly,7
C07800,2,Resolved the issue quickly,3
C07801,5,Resolved the issue quickly,3
C07802,4,Everything was fine,5
C07803,4,Quick and efficient,3
C07804,4,Everything was fine,2
C07805,2,Quick and efficient,7
C07806,4,Issue still persists,7
C07807,4,,0
C07808,1,Everything was fine,3
C07809,5,,5
C07810,3,Issue still persists,2
C07811,1,Technician was very professional,2
C07812,5,,5
C07813,3,Everything was fine,5
C07814,4,Technician was very professional,3
C07815,5,Great Service.,14
C07816,5,Resolved the issue quickly,14
C07817,5,Everything was fine,7
C07818,4,Issue still persists,14
C07819,3,Resolved the issue quickly,2
C07820,4,Issue still persists,5
C07821,5,Communication could be better,14
C07822,4,Communication could be better,2
C07823,5,Quick and efficient,7
C07824,4,Quick and efficient,7
C07825,5,Resolved the issue quickly,2
C07826,3,,0
C07827,3,Quick and efficient,14
C07828,4,Technician was very professional,3
C07829,5,Technician was very professional,14
C07830,4,Took longer than expected.,7
C07831,4,Issue still persists,1
C07832,3,Communication could be better,0
C07833,5,Resolved the issue quickly,3
C07834,4,Everything was fine,1
C07835,4,Quick and efficient,3
C07836,5,Issue still persists,7
C07837,2,Would appreciate faster response next time,3
C07838,4,Technician was very professional,7
C07839,4,Communication could be better,2
C07840,4,Great Service.,0
C07841,3,Technician was very professional,1
C07842,5,,3
C07843,2,Quick and efficient,7
C07844,4,Communication could be better,1
C07845,5,Issue still persists,5
C07846,2,Great Service.,0
C07847,2,Great Service.,7
C07848,5,Resolved the issue quickly,5
C07849,1,Would appreciate faster response next time,5
C07850,5,Took longer than expected.,1
C07851,5,Would appreciate faster response next time,0
C07852,4,Communication could be better,1
C07853,4,Communication could be better,1
C07854,1,Took longer than expected.,7
C07855,4,Took longer than expected.,5
C07856,5,Would appreciate faster response next time,0
C07857,5,Quick and efficient,7
C07858,5,Would appreciate faster response next time,2
C07859,3,Communication could be better,5
C07860,3,Quick and efficient,7
C07861,4,Communication could be better,1
C07862,1,Everything was fine,3
C07863,5,Great Service.,0
C07864,5,Would appreciate faster response next time,3
C07865,2,Technician was very professional,1
C07866,1,Great Service.,2
C07867,3,Communication could be better,7
C07868,4,Resolved the issue quickly,5
C07869,4,Communication could be better,1
C07870,4,,0
C07871,4,Issue still persists,2
C07872,3,Great Service.,2
C07873,3,Quick and efficient,5
C07874,3,Issue still persists,2
C07875,3,Would appreciate faster response next time,14
C07876,5,Great Service.,0
C07877,5,Technician was very professional,7
C07878,4,Communication could be better,3
C07879,3,Everything was fine,3
C07880,2,Technician was very professional,5
C07881,3,Great Service.,3
C07882,4,,14
C07883,4,Everything was fine,14
C07884,3,Issue still persists,7
C07885,5,Issue still persists,3
C07886,3,Resolved the issue quickly,2
C07887,5,Resolved the issue quickly,7
C07888,1,Resolved the issue quickly,5
C07889,4,Quick and efficient,14
C07890,3,Communication could be better,5
C07891,3,Issue still persists,14
C07892,3,Would appreciate faster response next time,3
C07893,2,Issue still persists,1
C07894,5,Quick and efficient,0
C07895,5,,1
C07896,4,Great Service.,14
C07897,5,Took longer than expected.,5
C07898,4,Technician was very professional,3
C07899,3,Resolved the issue quickly,5
C07900,2,Took longer than expected.,14
C07901,1,Would appreciate faster response next time,14
C07902,4,,0
C07903,5,Technician was very professional,1
C07904,3,Would appreciate faster response next time,0
C07905,4,Everything was fine,2
C07906,1,Everything was fine,14
C07907,3,Resolved the issue quickly,3
C07908,5,,0
C07909,5,Resolved the issue quickly,2
C07910,5,Communication could be better,0
C07911,5,Everything was fine,7
C07912,5,,2
C07913,4,,2
C07914,5,Resolved the issue quickly,3
C07915,5,Would appreciate faster response next time,5
C07916,3,Resolved the issue quickly,3
C07917,4,Took longer than expected.,2
C07918,3,Communication could be better,7
C07919,5,Quick and efficient,7
C07920,4,Resolved the issue quickly,2
C07921,2,,2
C07922,3,Quick and efficient,0
C07923,4,Resolved the issue quickly,7
C07924,4,Technician was very professional,14
C07925,4,Issue still persists,5
C07926,4,Issue still persists,2
C07927,5,Issue still persists,7
C07928,5,Would appreciate faster response next time,1
C07929,4,Would appreciate faster response next time,2
C07930,4,Resolved the issue quickly,3
C07931,3,Great Service.,5
C07932,5,Resolved the issue quickly,3
C07933,5,Communication could be better,14
C07934,3,Resolved the issue quickly,1
C07935,5,Great Service.,2
C07936,1,Quick and efficient,3
C07937,5,Everything was fine,1
C07938,4,Quick and efficient,1
C07939,5,,3
C07940,5,Issue still persists,5
C07941,2,Resolved the issue quickly,2
C07942,5,,0
C07943,4,Would appreciate faster response next time,14
C07944,3,Would appreciate faster response next time,14
C07945,3,Took longer than expected.,1
C07946,4,Technician was very professional,7
C07947,2,Communication could be better,14
C07948,3,Everything was fine,14
C07949,2,Issue still persists,3
C07950,5,Took longer than expected.,14
C07951,4,Issue still persists,5
C07952,4,Technician was very professional,1
C07953,2,Everything was fine,7
C07954,5,Everything was fine,14
C07955,4,,0
C07956,4,Would appreciate faster response next time,14
C07957,4,Everything was fine,7
C07958,1,,0
C07959,4,,2
C07960,4,Quick and efficient,7
C07961,3,,2
C07962,5,Issue still persists,0
C07963,1,Everything was fine,7
C07964,4,Everything was fine,2
C07965,3,Resolved the issue quickly,1
