machine_id,type,install_date,region,status
M3824,Drill,2024-01-16,North,Active
M3825,Compressor,2023-12-11,South,Inactive
M3826,Furnace,2023-01-30,East,Active
M3827,Press,2025-01-31,North,Inactive
M3828,Grinder,2024-06-02,South,Inactive
M3829,Conveyor,2023-06-17,South,Inactive
M3830,Press,2024-11-15,North,Inactive
M3831,Furnace,2022-07-19,North,Active
M3832,Pump,2023-01-06,East,Inactive
M3833,Mixer,2022-10-21,South,Inactive
M3834,Drill,2025-04-14,South,Inactive
M3835,Welder,2023-04-27,West,Inactive
M3836,Welder,2022-09-27,North,Inactive
M3837,Conveyor,2024-10-04,South,Active
M3838,Lathe,2023-02-21,South,Active
M3839,3D Print,2024-01-20,East,Active
M3840,Mixer,2025-07-06,East,Inactive
M3841,Furnace,2023-04-19,North,Inactive
M3842,3D Print,2025-01-22,South,Inactive
M3843,Press,2023-09-18,South,Active
M3844,Furnace,2024-05-13,South,Active
M3845,Laser Cutter,2022-11-03,North,Active
M3846,Welder,2023-11-01,West,Active
M3847,Furnace,2022-12-10,West,Active
M3848,Grinder,2025-01-12,South,Inactive
M3849,Grinder,2024-07-28,South,Inactive
M3850,CNC-Machine,2023-07-10,West,Inactive
M3851,Furnace,2024-07-22,East,Inactive
M3852,Packaging Unit,2023-02-08,South,Inactive
M3853,Press,2023-06-24,West,Inactive
M3854,Press,2024-04-14,East,Active
M3855,Conveyor,2022-07-21,West,Inactive
M3856,Mixer,2025-01-02,North,Active
M3857,Welder,2024-12-10,West,Inactive
M3858,Conveyor,2023-03-05,East,Inactive
M3859,CNC-Machine,2023-08-13,South,Inactive
M3860,Drill,2022-10-31,East,Active
M3861,CNC-Machine,2023-02-14,West,Active
M3862,Pump,2024-08-07,West,Active
M3863,Lathe,2024-12-27,South,Inactive
M3864,3D Print,2022-10-01,East,Active
M3865,Laser Cutter,2025-02-22,South,Inactive
M3866,Conveyor,2024-01-18,East,Inactive
M3867,Grinder,2024-04-04,West,Active
M3868,Grinder,2024-12-31,North,Inactive
M3869,3D Print,2023-08-31,East,Active
M3870,Compressor,2022-09-21,North,Active
M3871,Furnace,2024-10-15,South,Active
M3872,3D Print,2023-01-07,South,Active
M3873,Grinder,2024-09-14,East,Active
M3874,Pump,2023-07-27,North,Inactive
M3875,Welder,2023-04-22,East,Inactive
M3876,Mixer,2023-05-02,East,Inactive
M3877,Drill,2022-11-17,North,Inactive
M3878,Drill,2024-01-06,East,Inactive
M3879,Mixer,2022-11-30,East,Inactive
M3880,Compressor,2023-03-01,North,Inactive
M3881,Pump,2023-08-24,West,Active
M3882,Welder,2025-06-11,North,Inactive
M3883,Laser Cutter,2022-11-29,South,Active
M3884,Drill,2022-09-16,West,Active
M3885,Grinder,2024-05-25,West,Inactive
M3886,Grinder,2024-02-21,East,Active
M3887,CNC-Machine,2022-12-04,South,Active
M3888,Lathe,2025-02-24,East,Inactive
M3889,Drill,2024-09-11,South,Active
M3890,Welder,2025-04-12,North,Inactive
M3891,Drill,2023-05-20,West,Inactive
M3892,Packaging Unit,2024-08-26,West,Active
M3893,Conveyor,2024-10-25,West,Active
M3894,Compressor,2023-07-13,South,Inactive
M3895,Lathe,2024-02-15,South,Active
M3896,Conveyor,2025-02-08,South,Inactive
M3897,Press,2024-04-10,North,Active
M3898,Compressor,2022-12-19,South,Inactive
M3899,Compressor,2024-11-20,East,Active
M3900,3D Print,2023-03-17,East,Active
M3901,Compressor,2022-08-13,South,Inactive
M3902,Lathe,2024-07-10,South,Inactive
M3903,Drill,2022-08-10,North,Active
M3904,Packaging Unit,2022-10-31,East,Active
M3905,Furnace,2023-08-25,West,Inactive
M3906,Mixer,2024-12-03,South,Active
M3907,Conveyor,2025-04-21,North,Active
M3908,Lathe,2023-08-09,West,Inactive
M3909,CNC-Machine,2023-04-07,South,Inactive
M3910,Furnace,2025-03-02,East,Inactive
M3911,Furnace,2024-04-05,East,Inactive
M3912,CNC-Machine,2024-06-29,West,Inactive
M3913,CNC-Machine,2025-01-10,East,Active
M3914,Compressor,2023-06-26,West,Inactive
M3915,Furnace,2023-01-22,North,Active
M3916,Furnace,2023-06-14,South,Active
M3917,Conveyor,2025-02-14,East,Inactive
M3918,Lathe,2022-12-22,West,Inactive
M3919,3D Print,2022-10-22,North,Active
M3920,Pump,2023-03-05,North,Inactive
M3921,Grinder,2023-03-07,West,Inactive
M3922,Furnace,2025-06-01,South,Active
M3923,Mixer,2023-05-13,South,Active
M3924,Furnace,2023-11-23,South,Inactive
M3925,Mixer,2024-01-01,South,Active
M3926,Compressor,2024-01-21,East,Inactive
M3927,Conveyor,2023-10-23,West,Inactive
M3928,Welder,2024-12-13,West,Active
M3929,Mixer,2024-09-24,West,Inactive
M3930,Laser Cutter,2024-11-27,West,Active
M3931,Welder,2023-07-13,East,Active
M3932,Laser Cutter,2023-06-29,South,Active
M3933,Pump,2023-01-19,East,Inactive
M3934,Welder,2025-03-05,North,Inactive
M3935,Conveyor,2023-02-28,West,Active
M3936,Packaging Unit,2024-12-27,South,Active
M3937,Drill,2023-09-27,West,Active
M3938,Pump,2023-06-13,South,Active
M3939,Furnace,2022-12-29,South,Inactive
M3940,Lathe,2022-09-20,West,Inactive
M3941,3D Print,2024-11-18,South,Active
M3942,Lathe,2024-06-09,South,Inactive
M3943,Furnace,2023-12-28,West,Inactive
M3944,Conveyor,2023-02-03,West,Active
M3945,Lathe,2023-09-26,South,Active
M3946,Welder,2023-01-03,South,Inactive
M3947,Packaging Unit,2023-10-26,North,Active
M3948,Pump,2022-10-27,South,Active
M3949,Compressor,2023-06-04,East,Active
M3950,Drill,2022-10-12,West,Active
M3951,CNC-Machine,2024-03-19,South,Inactive
M3952,Packaging Unit,2023-12-11,South,Inactive
M3953,Packaging Unit,2024-04-09,East,Inactive
M3954,Pump,2025-05-19,East,Active
M3955,3D Print,2022-12-26,South,Inactive
M3956,Drill,2025-04-27,South,Active
M3957,Drill,2023-03-31,South,Active
M3958,Furnace,2024-07-27,North,Active
M3959,Compressor,2024-05-07,East,Active
M3960,Grinder,2023-06-18,East,Active
M3961,CNC-Machine,2024-10-13,North,Active
M3962,Lathe,2025-01-25,South,Active
M3963,Lathe,2022-12-09,North,Inactive
M3964,Laser Cutter,2025-06-03,North,Active
M3965,Packaging Unit,2022-12-13,South,Active
M3966,Mixer,2025-03-07,South,Inactive
M3967,Compressor,2024-04-28,South,Active
M3968,Mixer,2025-01-12,East,Active
M3969,3D Print,2024-02-10,South,Active
M3970,Pump,2022-11-07,East,Active
M3971,Press,2024-06-29,North,Inactive
M3972,Press,2023-07-02,East,Active
M3973,Drill,2024-09-30,West,Active
M3974,Pump,2024-03-18,West,Active
M3975,Conveyor,2023-07-15,East,Active
M3976,Pump,2024-04-16,East,Inactive
M3977,Welder,2022-09-20,South,Active
M3978,Conveyor,2024-02-06,North,Inactive
M3979,3D Print,2024-06-03,South,Inactive
M3980,Compressor,2023-06-02,South,Active
M3981,Conveyor,2023-05-18,North,Active
M3982,Lathe,2023-07-13,West,Active
M3983,Packaging Unit,2024-07-01,South,Active
M3984,Furnace,2025-01-09,North,Inactive
M3985,Mixer,2023-06-15,East,Inactive
M3986,Press,2023-07-12,West,Inactive
M3987,Drill,2022-08-20,West,Inactive
M3988,3D Print,2022-08-11,South,Active
M3989,Grinder,2025-02-24,South,Active
M3990,Pump,2024-05-25,South,Inactive
M3991,Welder,2025-06-10,North,Active
M3992,CNC-Machine,2024-02-25,South,Inactive
M3993,Drill,2023-11-27,West,Active
M3994,Packaging Unit,2023-11-22,West,Active
M3995,Welder,2023-06-29,West,Inactive
M3996,3D Print,2022-08-15,South,Active
M3997,Furnace,2023-10-17,North,Inactive
M3998,3D Print,2025-03-10,East,Active
M3999,Lathe,2023-05-28,East,Active
M4000,Furnace,2023-03-24,North,Inactive
M4001,Laser Cutter,2024-04-16,West,Active
M4002,Press,2023-06-08,East,Active
M4003,Lathe,2022-11-12,West,Inactive
M4004,Press,2025-06-26,North,Active
M4005,Laser Cutter,2024-02-12,South,Active
M4006,Grinder,2024-11-27,East,Inactive
M4007,3D Print,2025-05-18,East,Inactive
M4008,Furnace,2025-06-21,East,Active
M4009,Laser Cutter,2024-04-10,South,Inactive
M4010,Grinder,2024-02-16,East,Inactive
M4011,3D Print,2023-12-03,South,Active
M4012,Laser Cutter,2024-12-24,West,Inactive
M4013,Press,2024-10-07,West,Active
M4014,Conveyor,2024-04-08,West,Inactive
M4015,Grinder,2023-05-28,North,Active
M4016,Pump,2024-11-11,West,Active
M4017,Drill,2023-01-25,South,Active
M4018,Laser Cutter,2023-05-23,East,Active
M4019,Press,2023-11-29,North,Active
M4020,Lathe,2023-02-10,West,Inactive
M4021,Laser Cutter,2025-06-19,South,Active
M4022,Pump,2023-11-10,North,Active
M4023,Conveyor,2022-12-18,West,Inactive
M4024,Welder,2025-01-17,East,Active
M4025,Packaging Unit,2024-08-15,South,Active
M4026,Welder,2025-03-13,North,Inactive
M4027,Press,2024-04-20,East,Inactive
M4028,Conveyor,2024-04-19,East,Active
M4029,3D Print,2025-01-13,North,Active
M4030,Drill,2023-12-13,South,Inactive
M4031,Laser Cutter,2025-05-15,East,Active
M4032,Welder,2022-07-23,East,Active
M4033,Pump,2022-11-10,East,Active
M4034,Furnace,2024-11-11,North,Inactive
M4035,Pump,2022-11-25,East,Active
M4036,Packaging Unit,2023-03-13,West,Active
M4037,Drill,2023-12-26,North,Inactive
M4038,Laser Cutter,2023-10-24,South,Inactive
M4039,Packaging Unit,2023-10-29,North,Active
M4040,Welder,2023-03-25,West,Inactive
M4041,Grinder,2024-02-25,West,Inactive
M4042,Compressor,2025-03-21,East,Active
M4043,CNC-Machine,2022-11-01,West,Active
M4044,Packaging Unit,2024-02-23,East,Active
M4045,3D Print,2024-11-15,East,Active
M4046,Lathe,2025-07-13,East,Active
M4047,Press,2024-10-04,West,Active
M4048,Grinder,2024-02-13,South,Active
M4049,Conveyor,2023-11-04,North,Active
M4050,CNC-Machine,2023-07-30,West,Inactive
M4051,3D Print,2024-11-13,West,Active
M4052,3D Print,2022-09-22,East,Active
M4053,Mixer,2023-02-07,West,Active
M4054,Laser Cutter,2023-11-24,East,Active
M4055,CNC-Machine,2025-07-14,West,Inactive
M4056,Mixer,2024-09-10,North,Active
M4057,Drill,2024-12-26,West,Active
M4058,Drill,2025-04-08,East,Active
M4059,Drill,2023-12-23,North,Active
M4060,Packaging Unit,2022-12-21,East,Inactive
M4061,3D Print,2023-12-05,South,Inactive
M4062,Packaging Unit,2023-08-09,East,Active
M4063,CNC-Machine,2022-10-29,East,Active
M4064,CNC-Machine,2023-12-04,North,Inactive
M4065,Compressor,2023-06-16,North,Active
M4066,Compressor,2022-12-06,East,Inactive
M4067,Grinder,2022-10-03,West,Active
M4068,Mixer,2023-10-18,East,Inactive
M4069,Laser Cutter,2023-03-01,East,Inactive
M4070,Lathe,2024-10-07,East,Active
M4071,Grinder,2024-12-05,East,Active
M4072,Laser Cutter,2023-07-07,South,Active
M4073,CNC-Machine,2023-02-28,South,Active
M4074,Press,2023-08-15,North,Inactive
M4075,Furnace,2025-06-14,North,Inactive
M4076,Conveyor,2023-01-07,East,Inactive
M4077,Press,2023-04-29,West,Inactive
M4078,Furnace,2023-08-26,West,Active
M4079,CNC-Machine,2022-07-19,West,Active
M4080,Conveyor,2024-08-11,West,Inactive
M4081,Pump,2024-04-25,West,Active
M4082,Welder,2024-06-29,West,Active
M4083,Press,2025-01-11,West,Inactive
M4084,Furnace,2022-08-08,South,Active
M4085,Welder,2023-08-18,East,Inactive
M4086,Press,2024-03-14,South,Inactive
M4087,Grinder,2023-02-08,East,Active
M4088,Packaging Unit,2024-10-15,West,Inactive
M4089,Press,2022-12-14,East,Active
M4090,Conveyor,2025-05-06,West,Inactive
M4091,Pump,2023-09-02,West,Active
M4092,3D Print,2022-08-31,South,Inactive
M4093,3D Print,2024-07-28,East,Active
M4094,Mixer,2022-07-28,West,Inactive
M4095,Compressor,2023-06-11,East,Active
M4096,Conveyor,2025-02-23,East,Active
M4097,Mixer,2024-04-30,North,Inactive
M4098,Furnace,2024-12-29,West,Active
M4099,Furnace,2023-11-30,East,Inactive
M4100,Lathe,2022-11-03,West,Active
M4101,Packaging Unit,2025-04-01,South,Active
M4102,Grinder,2025-05-11,North,Inactive
M4103,Furnace,2023-01-02,West,Active
M4104,Packaging Unit,2024-07-19,North,Inactive
M4105,Mixer,2025-04-02,West,Inactive
M4106,Lathe,2023-08-05,West,Inactive
M4107,Furnace,2024-11-10,North,Inactive
M4108,Welder,2023-12-31,West,Inactive
M4109,Press,2024-05-23,North,Active
M4110,Press,2022-11-11,North,Active
M4111,Grinder,2022-09-01,West,Inactive
M4112,Lathe,2023-08-23,North,Active
M4113,Pump,2024-09-01,East,Inactive
M4114,CNC-Machine,2024-08-31,West,Inactive
M4115,Conveyor,2024-11-09,South,Active
M4116,Pump,2025-01-06,West,Inactive
M4117,CNC-Machine,2024-08-08,East,Inactive
M4118,Furnace,2023-04-24,South,Active
M4119,CNC-Machine,2023-01-21,South,Active
M4120,Laser Cutter,2023-11-01,North,Inactive
M4121,3D Print,2023-08-11,West,Inactive
M4122,3D Print,2025-02-25,West,Inactive
M4123,Compressor,2024-08-15,East,Active
M4124,Laser Cutter,2023-05-01,East,Active
M4125,Conveyor,2025-04-06,West,Active
M4126,Compressor,2025-01-23,North,Inactive
M4127,Conveyor,2023-11-14,South,Inactive
M4128,Mixer,2023-06-28,East,Inactive
M4129,Mixer,2023-12-11,North,Active
M4130,Conveyor,2025-05-10,North,Active
M4131,Welder,2024-01-30,North,Active
M4132,Press,2024-07-28,North,Inactive
M4133,Compressor,2023-05-16,South,Inactive
M4134,Packaging Unit,2023-01-30,South,Inactive
M4135,3D Print,2025-04-27,South,Inactive
M4136,Drill,2025-07-06,South,Active
M4137,Mixer,2024-08-29,South,Inactive
M4138,Press,2025-05-29,East,Inactive
M4139,Pump,2022-08-21,East,Active
M4140,Mixer,2025-06-03,North,Active
M4141,Packaging Unit,2025-07-08,North,Inactive
M4142,Press,2024-08-08,North,Active
M4143,Press,2022-08-27,South,Active
M4144,Lathe,2023-04-11,North,Active
M4145,Compressor,2023-09-23,West,Inactive
M4146,Drill,2022-08-03,South,Inactive
M4147,Compressor,2024-11-11,West,Inactive
M4148,Press,2024-07-04,North,Active
M4149,Mixer,2024-11-12,North,Inactive
M4150,Packaging Unit,2023-11-19,North,Inactive
M4151,Packaging Unit,2025-03-12,West,Inactive
M4152,Compressor,2022-11-13,South,Active
M4153,CNC-Machine,2023-10-06,North,Inactive
M4154,CNC-Machine,2023-06-30,West,Inactive
M4155,Conveyor,2024-06-19,South,Active
M4156,Laser Cutter,2024-08-21,West,Active
M4157,Packaging Unit,2025-04-17,North,Inactive
M4158,Drill,2023-11-04,North,Active
M4159,Mixer,2023-01-27,North,Active
M4160,Mixer,2022-09-06,North,Active
M4161,Packaging Unit,2023-11-08,North,Active
M4162,Furnace,2022-09-24,South,Inactive
M4163,Drill,2023-10-20,East,Inactive
M4164,Furnace,2025-03-04,North,Inactive
M4165,Grinder,2023-12-14,West,Inactive
M4166,Mixer,2025-03-21,South,Inactive
M4167,Furnace,2025-01-14,North,Inactive
M4168,Press,2024-10-10,West,Inactive
M4169,Furnace,2023-07-08,West,Active
M4170,Laser Cutter,2022-10-20,South,Active
M4171,Press,2025-06-25,South,Active
M4172,Grinder,2023-04-18,North,Inactive
M4173,Grinder,2023-11-12,West,Active
M4174,CNC-Machine,2022-10-23,South,Active
M4175,Lathe,2023-06-23,East,Inactive
M4176,Conveyor,2024-07-06,West,Active
M4177,Compressor,2025-04-21,East,Active
M4178,CNC-Machine,2023-05-26,South,Active
M4179,Laser Cutter,2023-01-14,West,Active
M4180,Conveyor,2022-11-22,East,Active
M4181,Furnace,2024-12-09,East,Inactive
M4182,Grinder,2023-01-09,South,Active
M4183,Packaging Unit,2022-11-04,North,Active
M4184,Compressor,2023-02-18,South,Inactive
M4185,CNC-Machine,2024-02-19,South,Inactive
M4186,Compressor,2025-06-21,West,Active
M4187,Conveyor,2023-06-08,South,Active
M4188,CNC-Machine,2025-06-13,North,Active
M4189,Grinder,2024-11-21,West,Active
M4190,Laser Cutter,2025-04-22,East,Inactive
M4191,Mixer,2024-02-28,East,Active
M4192,Lathe,2024-12-14,South,Inactive
M4193,Compressor,2023-05-24,East,Active
M4194,3D Print,2024-10-08,East,Active
M4195,Drill,2022-11-14,North,Active
M4196,Laser Cutter,2023-05-19,East,Inactive
M4197,Laser Cutter,2024-03-09,North,Active
M4198,Press,2023-04-24,West,Active
M4199,Welder,2023-04-29,South,Active
M4200,CNC-Machine,2023-09-29,West,Inactive
M4201,Conveyor,2025-03-14,South,Active
M4202,Furnace,2025-06-11,East,Active
M4203,Lathe,2023-09-09,North,Inactive
M4204,Conveyor,2022-09-22,North,Inactive
M4205,Welder,2024-09-03,East,Inactive
M4206,CNC-Machine,2024-03-02,East,Active
M4207,Compressor,2025-01-15,East,Active
M4208,Grinder,2024-02-13,North,Active
M4209,Drill,2023-10-19,South,Active
M4210,Press,2022-11-19,South,Active
M4211,Compressor,2025-05-01,South,Inactive
M4212,CNC-Machine,2024-09-14,South,Active
M4213,Pump,2025-03-27,West,Inactive
M4214,Furnace,2022-07-26,East,Active
M4215,Compressor,2024-11-18,South,Active
M4216,Drill,2023-08-08,East,Inactive
M4217,Grinder,2025-04-06,South,Inactive
M4218,Welder,2022-11-01,South,Inactive
M4219,Pump,2024-09-14,West,Active
M4220,CNC-Machine,2023-02-27,East,Inactive
M4221,Furnace,2025-01-01,East,Inactive
M4222,Laser Cutter,2023-02-25,East,Inactive
M4223,Mixer,2023-10-10,North,Active
M4224,CNC-Machine,2023-12-09,South,Active
M4225,CNC-Machine,2023-10-16,North,Inactive
M4226,Compressor,2024-12-17,North,Inactive
M4227,Mixer,2025-01-25,South,Inactive
M4228,Press,2025-02-25,West,Inactive
M4229,Compressor,2024-11-12,East,Active
M4230,Drill,2023-03-21,South,Active
M4231,Laser Cutter,2025-02-19,South,Active
M4232,Laser Cutter,2025-02-03,East,Inactive
M4233,Packaging Unit,2024-12-03,North,Inactive
M4234,Furnace,2024-11-03,West,Active
M4235,Drill,2023-03-21,North,Active
M4236,Mixer,2024-09-26,North,Active
M4237,CNC-Machine,2025-04-04,North,Inactive
M4238,Compressor,2025-04-13,South,Active
M4239,Furnace,2022-07-20,West,Inactive
M4240,Lathe,2024-08-04,West,Active
M4241,3D Print,2024-08-03,South,Inactive
M4242,Drill,2023-07-03,East,Active
M4243,Conveyor,2024-12-18,West,Inactive
M4244,Pump,2023-05-23,East,Active
M4245,Grinder,2023-05-02,East,Inactive
M4246,Laser Cutter,2023-09-22,South,Inactive
M4247,Grinder,2025-04-17,North,Active
M4248,Furnace,2023-04-03,East,Inactive
M4249,Grinder,2025-06-08,West,Active
M4250,CNC-Machine,2024-06-23,South,Active
M4251,Packaging Unit,2022-10-13,North,Active
M4252,Mixer,2024-11-12,North,Inactive
M4253,Press,2023-12-20,East,Active
M4254,Welder,2024-06-16,South,Active
M4255,Conveyor,2023-01-13,South,Inactive
M4256,Grinder,2022-08-30,North,Active
M4257,Pump,2023-05-20,South,Active
M4258,3D Print,2023-07-07,West,Inactive
M4259,Lathe,2024-04-20,West,Active
M4260,Press,2024-02-01,South,Active
M4261,Pump,2024-03-15,North,Active
M4262,Drill,2024-10-10,South,Inactive
M4263,Laser Cutter,2023-03-02,East,Inactive
M4264,Conveyor,2025-04-02,South,Active
M4265,Grinder,2025-05-28,North,Inactive
M4266,Packaging Unit,2024-08-27,East,Inactive
M4267,Furnace,2022-08-13,South,Active
M4268,Welder,2024-06-13,North,Active
M4269,Compressor,2023-12-16,West,Active
M4270,Mixer,2022-12-04,North,Active
M4271,Mixer,2023-12-22,East,Inactive
M4272,Pump,2023-08-20,South,Active
M4273,Mixer,2023-08-06,West,Active
M4274,Conveyor,2023-12-11,South,Active
M4275,Packaging Unit,2023-08-27,North,Active
M4276,Lathe,2025-01-22,South,Active
M4277,Press,2024-08-05,West,Active
M4278,Lathe,2024-04-03,South,Inactive
M4279,3D Print,2025-02-27,West,Active
M4280,Lathe,2024-10-23,West,Inactive
M4281,Pump,2022-11-11,West,Inactive
M4282,Pump,2022-09-09,South,Active
M4283,Laser Cutter,2022-08-31,North,Active
M4284,Pump,2025-05-21,East,Inactive
M4285,Furnace,2024-02-14,West,Active
M4286,Mixer,2024-05-27,North,Active
M4287,Pump,2024-01-26,West,Inactive
M4288,Compressor,2024-09-23,West,Inactive
M4289,Grinder,2023-05-26,East,Active
M4290,Grinder,2024-06-07,West,Active
M4291,Mixer,2024-02-06,East,Active
M4292,Grinder,2025-03-05,South,Inactive
M4293,Packaging Unit,2025-02-18,West,Inactive
M4294,Pump,2025-04-20,West,Active
M4295,Compressor,2025-05-01,South,Active
M4296,Welder,2023-06-28,South,Active
M4297,CNC-Machine,2023-08-10,West,Inactive
M4298,Mixer,2022-09-27,East,Active
M4299,Compressor,2023-05-04,North,Inactive
M4300,Laser Cutter,2025-01-07,West,Inactive
M4301,CNC-Machine,2023-05-16,North,Active
M4302,Pump,2024-02-22,North,Active
M4303,CNC-Machine,2024-05-26,West,Active
M4304,Furnace,2023-04-22,North,Active
M4305,Mixer,2022-08-05,West,Inactive
M4306,Laser Cutter,2024-01-22,South,Active
M4307,Packaging Unit,2023-06-07,West,Active
M4308,Furnace,2023-02-19,West,Inactive
M4309,Lathe,2025-02-25,South,Active
M4310,Compressor,2023-10-25,North,Active
M4311,Compressor,2022-11-27,South,Inactive
M4312,Conveyor,2022-10-30,West,Active
M4313,Compressor,2023-02-18,South,Inactive
M4314,Laser Cutter,2024-04-11,North,Active
M4315,Mixer,2023-11-03,South,Inactive
M4316,Packaging Unit,2024-05-17,East,Inactive
M4317,Lathe,2022-12-31,South,Inactive
M4318,3D Print,2024-05-16,West,Inactive
M4319,3D Print,2022-07-23,South,Active
M4320,CNC-Machine,2023-09-03,West,Inactive
M4321,Drill,2022-07-19,South,Inactive
M4322,Drill,2022-09-20,East,Inactive
M4323,Grinder,2023-05-29,West,Active
M4324,Pump,2023-01-11,West,Inactive
M4325,Mixer,2024-09-22,West,Inactive
M4326,Laser Cutter,2022-12-24,West,Active
M4327,Welder,2022-10-26,East,Inactive
M4328,CNC-Machine,2024-10-22,North,Active
M4329,Packaging Unit,2022-10-26,South,Inactive
M4330,Grinder,2024-02-23,East,Active
M4331,Furnace,2022-09-15,North,Inactive
M4332,Conveyor,2024-08-06,North,Inactive
M4333,Welder,2024-01-21,North,Active
M4334,Mixer,2024-03-31,North,Active
M4335,3D Print,2023-01-10,North,Inactive
M4336,Furnace,2024-02-29,West,Active
M4337,Mixer,2024-09-09,North,Inactive
M4338,Drill,2023-11-21,West,Inactive
M4339,3D Print,2022-12-30,West,Inactive
M4340,Pump,2023-03-15,West,Active
M4341,Mixer,2024-11-25,North,Inactive
M4342,Mixer,2025-06-27,West,Inactive
M4343,Packaging Unit,2023-03-03,North,Inactive
M4344,Lathe,2023-11-23,South,Inactive
M4345,Press,2023-07-31,South,Active
M4346,Packaging Unit,2024-06-16,South,Inactive
M4347,Lathe,2023-03-24,South,Active
M4348,Conveyor,2024-06-04,North,Inactive
M4349,Mixer,2024-10-14,South,Active
M4350,Mixer,2024-05-24,North,Active
M4351,Welder,2024-09-22,South,Active
M4352,Packaging Unit,2023-10-08,East,Active
M4353,Press,2025-06-01,South,Inactive
M4354,Grinder,2024-05-21,West,Active
M4355,Lathe,2023-01-10,West,Active
M4356,CNC-Machine,2024-11-17,West,Active
M4357,Welder,2022-07-20,West,Active
M4358,Drill,2025-07-05,South,Inactive
M4359,CNC-Machine,2025-06-18,East,Active
M4360,Compressor,2023-07-12,South,Inactive
M4361,Furnace,2024-10-25,West,Active
M4362,Lathe,2025-04-25,East,Active
M4363,Compressor,2023-08-01,East,Inactive
M4364,CNC-Machine,2025-01-31,East,Inactive
M4365,Mixer,2025-03-26,West,Inactive
M4366,Press,2024-08-17,West,Inactive
M4367,Welder,2023-08-21,West,Active
M4368,3D Print,2023-07-21,South,Inactive
M4369,Furnace,2023-12-26,South,Active
M4370,Drill,2024-09-30,East,Inactive
M4371,Lathe,2025-04-21,South,Inactive
M4372,Press,2024-11-11,West,Inactive
M4373,Mixer,2023-04-11,South,Active
M4374,Pump,2025-02-24,South,Active
M4375,Grinder,2024-12-24,East,Inactive
M4376,Press,2023-07-31,West,Inactive
M4377,Conveyor,2023-08-11,West,Active
M4378,Pump,2024-07-23,East,Inactive
M4379,Furnace,2023-07-05,West,Active
M4380,Packaging Unit,2025-04-13,West,Inactive
M4381,Laser Cutter,2024-12-28,South,Active
M4382,Lathe,2022-07-28,East,Inactive
M4383,Laser Cutter,2023-01-15,West,Inactive
M4384,Compressor,2023-12-31,South,Inactive
M4385,Welder,2025-02-26,North,Inactive
M4386,3D Print,2023-02-10,East,Active
M4387,Compressor,2023-11-07,North,Inactive
M4388,3D Print,2025-02-22,South,Active
M4389,Pump,2023-10-25,West,Inactive
M4390,Drill,2023-06-15,South,Active
M4391,Welder,2025-06-30,South,Active
M4392,Press,2022-09-16,North,Inactive
M4393,Lathe,2023-03-19,West,Active
M4394,Conveyor,2023-07-23,West,Inactive
M4395,Compressor,2023-04-19,West,Inactive
M4396,Mixer,2023-09-20,East,Inactive
M4397,Packaging Unit,2023-10-13,North,Active
M4398,3D Print,2024-07-09,West,Active
M4399,Welder,2024-12-29,East,Active
M4400,Mixer,2025-02-24,West,Inactive
M4401,Grinder,2024-03-07,South,Inactive
M4402,Conveyor,2022-12-29,West,Active
M4403,Mixer,2023-04-14,North,Active
M4404,Furnace,2024-03-07,South,Active
M4405,Welder,2025-04-10,East,Active
M4406,3D Print,2023-02-04,North,Inactive
M4407,Laser Cutter,2024-03-09,North,Active
M4408,Press,2023-06-03,West,Inactive
M4409,Furnace,2025-01-05,West,Active
M4410,Welder,2022-11-30,South,Active
M4411,Press,2024-05-05,West,Inactive
M4412,Press,2022-12-08,North,Active
M4413,Grinder,2025-05-09,North,Active
M4414,Press,2025-06-06,West,Inactive
M4415,CNC-Machine,2024-05-16,West,Active
M4416,Packaging Unit,2025-05-16,North,Active
M4417,Lathe,2023-11-20,West,Active
M4418,Welder,2024-12-23,East,Inactive
M4419,3D Print,2024-04-20,North,Inactive
M4420,3D Print,2023-10-14,North,Inactive
M4421,3D Print,2024-11-25,South,Active
M4422,Grinder,2025-03-03,East,Active
M4423,Press,2024-01-03,East,Active
M4424,Laser Cutter,2023-09-07,East,Active
M4425,Compressor,2023-04-23,West,Inactive
M4426,Drill,2023-04-19,East,Active
M4427,Drill,2023-06-19,West,Active
M4428,3D Print,2024-10-06,East,Inactive
M4429,3D Print,2024-04-10,North,Inactive
M4430,Welder,2022-11-16,North,Inactive
M4431,Compressor,2024-02-04,West,Active
M4432,Laser Cutter,2023-11-01,South,Active
M4433,Laser Cutter,2024-12-26,West,Active
M4434,Laser Cutter,2023-01-09,East,Active
M4435,CNC-Machine,2023-05-27,West,Active
M4436,Welder,2023-05-16,South,Active
M4437,Drill,2023-01-11,North,Active
M4438,Compressor,2024-03-12,West,Active
M4439,Laser Cutter,2024-12-27,West,Inactive
M4440,CNC-Machine,2025-07-11,South,Inactive
M4441,3D Print,2022-08-12,South,Inactive
M4442,Pump,2023-03-22,East,Inactive
M4443,Laser Cutter,2023-09-08,West,Inactive
M4444,Welder,2023-09-01,North,Active
M4445,CNC-Machine,2023-10-10,North,Inactive
M4446,Compressor,2023-03-10,South,Inactive
M4447,Mixer,2024-10-23,North,Inactive
M4448,Compressor,2025-02-11,South,Active
M4449,CNC-Machine,2023-06-12,South,Active
M4450,Compressor,2022-07-17,North,Inactive
